RutaID,Lat,Lon
1,237.704301075269,469.962365591398
1,234.263440860215,469.962365591398
1,211.897849462366,472.543010752688
1,229.102150537634,481.145161290323
1,229.102150537634,484.586021505376
2,244.586021505376,495.768817204301
2,240.284946236559,510.39247311828
2,237.704301075269,520.715053763441
2,234.263440860215,524.155913978495
2,225.661290322581,531.897849462366
2,214.478494623656,549.102150537635
2,212.758064516129,553.403225806452
2,194.693548387097,561.145161290323
2,186.091397849462,562.86559139785
2,168.887096774193,568.02688172043
2,165.44623655914,570.607526881721
2,152.543010752688,581.790322580645
3,315.123655913978,444.155913978495
3,314.263440860215,449.317204301075
3,302.220430107527,468.241935483871
3,290.177419354839,478.564516129032
3,277.274193548387,481.145161290323
3,256.629032258065,494.048387096774
3,239.424731182796,492.327956989247
3,239.424731182796,492.327956989247
4,371.897849462366,228.241935483871
4,371.897849462366,236.844086021505
4,346.951612903226,294.478494623656
4,328.02688172043,328.02688172043
4,317.704301075269,367.596774193548
4,295.338709677419,406.306451612903
4,278.994623655914,426.091397849462
4,257.489247311828,435.55376344086
4,251.467741935484,459.639784946237
4,247.166666666667,473.403225806452
4,238.564516129032,481.145161290323
4,226.521505376344,488.887096774194
5,422.650537634409,234.263440860215
5,429.532258064516,250.60752688172
5,429.532258064516,251.467741935484
5,439.854838709677,263.510752688172
5,442.435483870968,266.951612903226
5,445.876344086022,272.97311827957
5,455.338709677419,279.854838709677
5,459.639784946237,279.854838709677
5,467.381720430108,276.413978494624
5,470.822580645161,276.413978494624
5,475.123655913978,280.715053763441
5,484.586021505376,285.876344086022
5,479.424731182796,288.456989247312
5,488.02688172043,297.91935483871
5,488.02688172043,299.639784946237
5,493.188172043011,311.682795698925
5,502.650537634409,314.263440860215
5,503.510752688172,315.123655913978
5,503.510752688172,318.564516129032
5,503.510752688172,319.424731182796
5,507.811827956989,334.048387096774
5,518.994623655914,349.532258064516
5,518.994623655914,352.97311827957
5,518.994623655914,358.994623655914
5,523.295698924731,364.155913978495
5,522.435483870968,374.478494623656
5,522.435483870968,380.5
5,522.435483870968,393.403225806452
5,522.435483870968,394.263440860215
6,235.123655913978,489.747311827957
6,244.586021505376,490.60752688172
6,246.306451612903,490.60752688172
6,251.467741935484,491.467741935484
6,258.349462365591,491.467741935484
6,262.650537634409,492.327956989247
6,269.532258064516,493.188172043011
6,284.155913978495,497.489247311828
6,286.736559139785,498.349462365591
6,289.317204301075,503.510752688172
6,291.037634408602,506.951612903226
6,295.338709677419,514.693548387097
6,297.91935483871,518.994623655914
7,244.586021505376,467.381720430108
7,254.048387096774,465.661290322581
7,259.209677419355,467.381720430108
7,263.510752688172,468.241935483871
7,278.994623655914,474.263440860215
7,280.715053763441,475.123655913978
7,285.016129032258,476.844086021505
7,293.618279569892,482.86559139785
7,293.618279569892,488.02688172043
7,293.618279569892,493.188172043011
7,298.779569892473,502.650537634409
7,298.779569892473,503.510752688172
8,124.155913978495,642.86559139785
8,121.575268817204,660.069892473118
8,117.274193548387,664.370967741936
8,116.413978494624,666.091397849463
8,110.39247311828,676.413978494624
8,107.811827956989,678.994623655914
8,103.510752688172,679.854838709678
8,102.650537634409,679.854838709678
9,136.198924731183,599.854838709678
9,132.758064516129,611.037634408602
9,122.435483870968,623.940860215054
9,118.13440860215,632.543010752688
9,117.274193548387,635.983870967742
9,112.97311827957,643.725806451613
9,110.39247311828,649.747311827957
9,106.951612903226,654.908602150538
9,104.370967741935,660.930107526882
9,104.370967741935,660.930107526882
9,99.2096774193548,658.349462365592
10,142.220430107527,592.112903225807
10,137.059139784946,598.134408602151
10,135.338709677419,598.994623655914
10,131.897849462366,598.994623655914
10,128.456989247312,601.575268817204
10,125.016129032258,604.155913978495
10,122.435483870968,604.155913978495
10,113.833333333333,605.016129032258
10,112.97311827957,605.016129032258
10,110.39247311828,600.715053763441
10,108.672043010753,599.854838709678
10,106.951612903226,599.854838709678
10,101.790322580645,600.715053763441
10,101.790322580645,607.596774193549
10,103.510752688172,611.037634408602
10,103.510752688172,613.618279569893
10,103.510752688172,617.059139784946
10,103.510752688172,623.08064516129
10,106.091397849462,624.801075268817
10,106.091397849462,625.661290322581
10,106.091397849462,629.962365591398
10,106.091397849462,632.543010752688
10,106.091397849462,634.263440860215
10,103.510752688172,638.564516129032
10,100.930107526882,640.284946236559
10,100.930107526882,641.145161290323
10,100.069892473118,642.86559139785
10,100.069892473118,642.86559139785
10,100.069892473118,645.44623655914
10,100.930107526882,648.887096774194
10,100.930107526882,648.887096774194
10,95.768817204301,656.629032258065
10,95.768817204301,656.629032258065
10,93.1881720430107,663.510752688172
10,93.1881720430107,663.510752688172
11,372.758064516129,145.661290322581
11,374.478494623656,150.822580645161
11,377.059139784946,154.263440860215
11,379.639784946237,163.725806451613
