RutaID,X,Y,Lat,Lon
167,634,705,42.2889874748535,-1.95623055803017
167,620,709,42.2805406059544,-1.99522278323006
167,628,709,42.2817601749052,-1.97327328283374
167,620,723,42.2584464246312,-1.99725488150224
167,621,730,42.2475517800885,-1.9955272430888
167,623,721,42.2620600746054,-1.98873351910046
167,632,707,42.2855262709982,-1.96200823288242
167,646,703,42.2939731398974,-1.92301600768253
167,650,697,42.3040518592256,-1.91117035822487
167,669,684,42.3274643609982,-1.85715334638802
167,665,678,42.3363235113756,-1.86725719732667
167,671,671,42.3482852787503,-1.84977902289334
167,679,675,42.343192224466,-1.82841012200337
167,685,669,42.3535758360319,-1.81107709744662
167,679,673,42.3463485360836,-1.8281198222502
167,674,672,42.3471644612981,-1.84169311012131
167,671,664,42.3593323694119,-1.84876297375724
167,691,636,42.4065696544353,-1.78982502622209
167,705,630,42.418172834952,-1.75054250126903
167,705,620,42.43395439304,-1.74909100250318
167,710,613,42.4457637142959,-1.73435651561939
167,715,612,42.4481041006989,-1.72049292799511
167,713,608,42.4541118316964,-1.72539970358785
174,1079,596,42.5288449809035,-0.719468261937541
174,1080,620,42.4911216876113,-0.72020817142604
174,1076,622,42.4873555915183,-0.731473221377366
174,1080,620,42.4911216876113,-0.72020817142604
174,1079,607,42.5114852670068,-0.721064910579975
177,620,592,42.4651848355835,-1.97824024766962
177,620,615,42.4288872519812,-1.98157869483108
177,628,623,42.4174815744616,-1.96079039344744
177,621,616,42.4274615422912,-1.97898015715812
177,621,593,42.4637591258935,-1.97564170999667
192,586,575,42.4868303162919,-2.06905807645201
192,594,580,42.4801591061987,-2.04783432543862
192,610,577,42.4873327115268,-2.00349987501624
192,593,579,42.4815848158887,-2.05043286311157
192,587,576,42.4854046066019,-2.06645953877905
196,731,566,42.5231384058052,-1.66991703287958
196,730,581,42.4993136225545,-1.6748379685779
196,719,603,42.4629172874535,-1.70821182890769
196,729,590,42.4849577741564,-1.6788880050167
196,732,567,42.5217126961153,-1.66731849520663
198,635,562,42.5148162016302,-1.93273043812899
198,621,572,42.4969003978782,-1.97259356258839
198,615,569,42.5007201885915,-1.98862023825587
198,619,568,42.5029081288757,-1.97750033818113
198,614,564,42.5084585215166,-1.99063817642248
198,612,575,42.4907939153821,-1.99772220016399
198,616,573,42.4945600114751,-1.98645715021267
198,617,579,42.4852435227412,-1.98458436192264
198,618,572,42.4964430595217,-1.980824625237
198,621,574,42.4937440862606,-1.97288386234156
198,635,564,42.5116598900126,-1.93302073788216
199,1111,560,42.5905368658236,-0.626444864795236
199,1095,572,42.5691598582164,-0.672085664106879
199,1066,587,42.5410665836376,-0.753829851192284
199,1097,574,42.5663084388365,-0.666888588760971
199,1108,565,42.5821887484231,-0.635401676826777
199,1118,574,42.5695098073325,-0.609271150220651
199,1119,587,42.549146227937,-0.608414411066715
199,1118,574,42.5695098073325,-0.609271150220651
199,1109,563,42.5854975061595,-0.632367689524068
199,1112,560,42.5906893119425,-0.623701177245697
213,1318,544,42.6473437053677,-0.0561791440152946
213,1318,551,42.6362966147061,-0.0571951931513888
213,1310,550,42.6366552015641,-0.0789995436711162
213,1318,551,42.6362966147061,-0.0571951931513888
213,1325,559,42.6247384910678,-0.0391505793172944
213,1328,558,42.6267739852331,-0.0307743667920923
213,1318,547,42.6426092379413,-0.0566145936450493
231,1050,532,42.6254260152196,-0.78974560877274
231,1043,541,42.6101554901085,-0.810257770508778
231,1038,574,42.5573141178239,-0.828766154183775
231,1024,591,42.5283512234104,-0.869645327779264
231,1039,574,42.5574665639428,-0.826022466634236
231,1043,542,42.6085773342997,-0.810402920385362
231,1052,532,42.6257309074573,-0.784258233673662
241,784,528,42.5911879708389,-1.51898589744379
241,797,537,42.5789663681049,-1.48462430818904
241,817,536,42.5835934462908,-1.42960540732168
241,823,544,42.5718828765336,-1.41430448103712
241,832,547,42.5685204241769,-1.39004674272103
241,833,551,42.5623602470606,-1.38788365467783
241,838,551,42.5631224776549,-1.37416521693013
241,839,558,42.5522278331121,-1.37243757851669
241,842,557,42.5542633272775,-1.36406136599148
241,848,563,42.5457090691379,-1.34847013995376
241,847,568,42.537665843975,-1.35193957688622
241,852,573,42.5305372955254,-1.33894688852145
241,860,573,42.5317568644762,-1.31699738812514
241,876,582,42.5199926000988,-1.27440473622178
241,883,581,42.5226378787396,-1.25505377349842
241,896,589,42.5119944318143,-1.22054703436709
241,903,587,42.5162178662639,-1.20105092176715
241,905,594,42.5054756678401,-1.19657959580417
241,917,591,42.5120394886927,-1.16321989557994
241,920,584,42.5235439177109,-1.15397278379523
241,916,591,42.5118870425739,-1.16596358312948
241,906,594,42.5056281139589,-1.19383590825463
241,904,586,42.5179484681916,-1.19816208434103
241,896,587,42.5151507434319,-1.22025673461392
241,882,579,42.5256417442383,-1.25750716129479
241,869,579,42.5236599446931,-1.2931750994388
241,868,574,42.5313982776183,-1.29519303760541
241,852,571,42.5336936071429,-1.33865658876828
241,857,556,42.5581281748692,-1.32276090287181
241,854,557,42.5560926807038,-1.33113711539702
241,854,565,42.5434674342334,-1.33229831440969
241,850,568,42.5381231823316,-1.34370851423761
241,849,562,42.5474396710655,-1.34558130252764
241,839,555,42.5569623005385,-1.37200212888693
241,837,548,42.5677044989624,-1.37647345484992
241,824,544,42.5720353226524,-1.41156079348758
241,820,537,42.5824726288386,-1.42151949454965
241,800,537,42.5794237064614,-1.47639324554043
241,785,528,42.5913404169578,-1.51624220989425
259,746,516,42.6043328880279,-1.62150422580725
259,776,521,42.6010154925496,-1.53991934870401
259,782,526,42.5940393902188,-1.5241829727897
259,776,521,42.6010154925496,-1.53991934870401
259,768,521,42.5997959235988,-1.56186884910032
259,757,516,42.6060097953353,-1.59132366276232
276,868,494,42.6576507423219,-1.28358104747862
276,880,518,42.6216043563371,-1.25414039392219
276,897,542,42.5863202009466,-1.21098130261806
276,880,518,42.6216043563371,-1.25414039392219
276,869,495,42.656225032632,-1.28098250980567
305,608,474,42.6495778675951,-1.99403681282708
305,608,482,42.6369526211247,-1.99519801183975
305,600,497,42.6120607150419,-2.01932476038484
305,601,503,42.602744226308,-2.01745197209481
305,593,501,42.6046809689747,-2.03911117273795
305,600,505,42.5994354685715,-2.02048595939752
305,602,513,42.5871151143389,-2.01615978331112
305,603,495,42.6156743650161,-2.01080339798305
305,611,478,42.6437225827165,-1.9863863496848
305,618,475,42.6495241729748,-1.96674508720827
305,613,474,42.6503400981894,-1.98031837507938
308,813,472,42.6839856335783,-1.4312905654184
308,801,479,42.6711091894905,-1.46523086514896
308,791,493,42.6474905469787,-1.49469983891654
308,801,480,42.6695310336817,-1.46537601502555
308,816,472,42.6844429719349,-1.42305950276978
338,833,457,42.7107068930874,-1.37423956627885
338,830,461,42.7039369314956,-1.3830512284338
338,826,460,42.704905302829,-1.39388082875537
338,827,463,42.7003232815215,-1.39157259083559
338,818,470,42.6879041757902,-1.41728182791754
338,824,465,42.6967096315473,-1.40009395323738
338,827,466,42.6955888140951,-1.39200804046535
338,838,481,42.6735933842706,-1.36400472556919
338,861,525,42.6076607894173,-1.30728650649953
338,863,534,42.5937622793758,-1.30310548028971
338,859,555,42.5600112229157,-1.31712837789615
338,863,543,42.5795588770967,-1.30441182917898
338,862,527,42.6046569239185,-1.30483311870316
338,839,480,42.6753239861982,-1.36111588814307
338,827,465,42.6971669699039,-1.39186289058876
338,833,459,42.7075505814698,-1.37452986603202
345,663,454,42.6895255203081,-1.84023100007073
345,640,470,42.6607687666337,-1.90565821173549
345,630,468,42.6624006170627,-1.93280478747771
345,636,471,42.6585808263494,-1.91677811181023
345,642,471,42.6594955030626,-1.90031598651299
345,663,458,42.6832128970729,-1.84081159957707
345,660,457,42.6843337145252,-1.8488975123491
345,664,454,42.689677966427,-1.83748731252119
373,1460,445,42.8252284793162,0.347794325801154
373,1462,448,42.8207989041275,0.352846251270477
373,1454,457,42.8053759328975,0.329590401984901
373,1461,453,42.8127556789646,0.349376814338014
373,1467,458,42.8057795766338,0.365113190252324
373,1462,453,42.8129081250835,0.352120501887553
373,1466,446,42.8245650002205,0.364111301221804
373,1490,446,42.8282237070731,0.429959802410741
373,1464,448,42.8211037963652,0.358333626369556
373,1461,445,42.825380925435,0.350538013350693
424,1362,422,42.8465863432705,0.0822513931077804
424,1365,425,42.8423092142007,0.0900470061266425
424,1362,427,42.8386955642265,0.0815256437248557
424,1366,427,42.8393053487019,0.0925003939230118
424,1372,433,42.8307510905623,0.108091619960737
424,1369,426,42.8413408428673,0.100876606448214
424,1408,427,42.8457080856939,0.207735271003652
424,1367,426,42.8410359506296,0.0953892313491362
424,1363,423,42.8451606335805,0.084849930780734
439,717,416,42.7577275314606,-1.6865561770854
439,717,420,42.7514149082254,-1.68713677659174
439,713,422,42.7476488121324,-1.69840182654306
439,717,421,42.7498367524166,-1.68728192646832
439,726,431,42.7354272093984,-1.66404023728832
439,723,437,42.725500936189,-1.67314219919644
439,725,447,42.7100242703388,-1.66910632286322
439,720,449,42.7061057281269,-1.68311506036408
439,725,450,42.7052898029124,-1.66954177249297
439,724,465,42.6814650196616,-1.67446270819128
439,731,475,42.6667505844057,-1.65670839411036
439,733,519,42.5976166210564,-1.65760761358101
439,698,528,42.5780776046172,-1.75494302670415
439,677,538,42.5590946780333,-1.81401196401031
439,670,537,42.5596057110101,-1.8330726269805
439,645,548,42.5384348441419,-1.90326146436141
439,636,559,42.5197031151754,-1.9295513009497
439,648,547,42.5404703383073,-1.89488525183621
439,657,546,42.5434205091858,-1.87004691401377
439,670,538,42.5580275552013,-1.83321777685709
439,677,539,42.5575165222245,-1.8141571138869
439,694,530,42.5743115085242,-1.76620807665547
439,730,520,42.595581126891,-1.66598382610622
439,738,534,42.5747065145187,-1.64606642398209
439,747,541,42.5650314389269,-1.62238928517234
439,743,554,42.5439056289371,-1.6352509837661
439,748,542,42.5636057292369,-1.61979074749938
439,735,528,42.5837181110149,-1.6534265873712
439,734,518,42.599347222984,-1.65471877615489
439,741,517,42.6019925016248,-1.63536781343153
439,739,514,42.6064220768135,-1.64041973890086
439,751,505,42.6224548325189,-1.60618913941712
439,773,496,42.6400120494129,-1.544521664438
439,748,506,42.6204193383536,-1.61456535194233
439,736,516,42.6028084268393,-1.64894110130264
439,733,513,42.6070855559091,-1.65673671432151
439,730,488,42.6460821127725,-1.6613390300555
439,732,474,42.6684811863333,-1.65381955668423
439,725,464,42.6831956215893,-1.67157387076516
439,727,454,42.6992820719149,-1.66463499690023
439,724,438,42.7240752264991,-1.67054366152349
439,727,429,42.7387359671348,-1.66100624998561
439,743,426,42.7459095724629,-1.61667179956323
439,754,431,42.7396957007264,-1.58721698590122
439,772,431,42.7424397308658,-1.53783061000952
439,783,441,42.7283350800853,-1.50910154573044
439,785,449,42.7160147258526,-1.50477536964404
439,784,440,42.7300656820129,-1.50621270830432
439,788,439,42.7322536222972,-1.49509280822958
439,781,438,42.7327646552739,-1.51415347119976
439,772,430,42.7440178866746,-1.53768546013294
439,758,431,42.7403054852018,-1.57624223570307
439,749,426,42.7468242491761,-1.600209674266
439,730,426,42.7439277729178,-1.65233973770724
439,725,429,42.7384310748971,-1.66649362508469
439,719,422,42.7485634888456,-1.68193970124583
439,725,418,42.7557907887939,-1.66489697644225
439,719,420,42.7517198004631,-1.68164940149266
439,717,417,42.7561493756518,-1.68670132696198
452,1456,410,42.8798541481486,0.341899821283469
452,1449,414,42.8724744020814,0.322113408930357
452,1445,413,42.8734427734148,0.311283808608785
452,1430,426,42.8506400561176,0.268241546970096
452,1412,426,42.8478960259781,0.218855171078393
452,1416,426,42.8485058104536,0.229829921276549
452,1417,429,42.843923789146,0.232138159196334
452,1419,426,42.8489631488101,0.238060983925167
452,1433,425,42.8526755502829,0.276617759495298
452,1440,418,42.8647897637765,0.296839621478166
452,1461,410,42.8806163787429,0.355618259031164
471,1540,403,42.9037067127941,0.573385624580843
471,1548,403,42.904926281745,0.595335124977156
483,1124,398,42.8481799063937,-0.567262646644476
483,1108,414,42.8204902755512,-0.613484045462459
483,1105,432,42.7916261326363,-0.624327805889604
483,1117,437,42.7855647070186,-0.59212930467806
483,1128,452,42.7635692771941,-0.564125989781904
483,1126,464,42.7443265152509,-0.5713551634
483,1130,471,42.7338892090647,-0.561396462337938
483,1122,478,42.7216225494523,-0.584362011870345
483,1119,487,42.7069618088166,-0.593899423408226
483,1122,495,42.6947939007028,-0.586829559772288
483,1111,498,42.6883825259689,-0.617445572446972
483,1096,516,42.6576890296278,-0.661213583468586
483,1087,516,42.6563170145581,-0.685906771414438
483,1079,525,42.640894043328,-0.709162620700014
483,1068,527,42.636060824403,-0.739633483498113
483,1078,526,42.6391634414004,-0.712051458126138
483,1088,517,42.6548913048681,-0.683308233741483
483,1098,515,42.6595720776743,-0.655581058492923
483,1114,497,42.6904180201343,-0.60906935992177
483,1129,496,42.694282867726,-0.5677688968021
483,1136,486,42.7111315486459,-0.547111585189477
483,1146,487,42.7110778540257,-0.519819859570672
483,1159,477,42.7288412116588,-0.482700422660815
483,1145,486,42.7125035637156,-0.522418397243626
483,1135,485,42.7125572583359,-0.549710122862432
483,1127,496,42.6939779754883,-0.573256271901178
483,1120,489,42.7039579433178,-0.591446035611857
483,1122,480,42.7184662378347,-0.584652311623515
483,1131,472,42.7324634993748,-0.558797924664984
483,1127,464,42.7444789613697,-0.568611475850461
483,1128,449,42.7683037446205,-0.563690540152149
483,1131,448,42.7703392387859,-0.555314327626947
483,1117,436,42.7871428628274,-0.591984154801475
483,1106,432,42.7917785787552,-0.621584118340065
483,1106,420,42.8107164484607,-0.619842319821046
483,1123,399,42.846449304466,-0.5701514840706
492,1334,392,42.8896625262064,0.00978263801823376
492,1336,397,42.8820766394001,0.0145442637343871
492,1333,399,42.8784629894259,0.00602290133260031
492,1330,396,42.8827401184958,-0.00177271168626225
492,1332,400,42.8767323874983,0.0031340639064763
492,1336,397,42.8820766394001,0.0145442637343871
492,1342,399,42.8798350044957,0.0307160892784517
492,1361,420,42.8495902087692,0.0797980053114107
492,1335,392,42.8898149723252,0.012526325567773
494,1140,387,42.8679787581921,-0.521766997209417
494,1126,396,42.851641110249,-0.561484971792228
494,1132,395,42.8541339427709,-0.544877696618408
494,1140,388,42.8664006023833,-0.521912147086002
494,1153,390,42.8652260903109,-0.486534508695164
494,1147,387,42.8690458810241,-0.502561184362644
496,1164,385,42.8747937766623,-0.45562819626731
496,1155,391,42.8639528267398,-0.481192283472671
496,1164,386,42.8732156208535,-0.455773346143895
496,1180,391,42.8677639797112,-0.412600094734195
496,1183,387,42.874533941303,-0.403788432579238
496,1179,390,42.8691896894012,-0.415198632407149
496,1165,386,42.8733680669723,-0.453029658594356
530,1441,361,42.9548970909967,0.307856851993043
530,1426,375,42.9305162178907,0.264669440477769
530,1419,374,42.9310272508675,0.245608777507581
530,1404,380,42.9192716242319,0.203582565004985
530,1385,363,42.9432037967231,0.153920049465687
530,1403,380,42.919119178113,0.200838877455447
530,1413,379,42.9222217951104,0.228420902827422
530,1419,375,42.9294490950587,0.245463627630996
530,1425,376,42.9287856159631,0.261780603051645
530,1447,362,42.9542336119011,0.324173827413693
530,1455,366,42.9491405576167,0.345542728303665
530,1451,362,42.9548433963765,0.335148577611849
530,1441,363,42.9517407793791,0.307566552239873
580,1703,341,43.0264010903131,1.02960598750397
580,1699,350,43.0115879035585,1.01732488841655
580,1697,345,43.0191737903648,1.0125632627004
580,1699,355,43.0036971245145,1.01659913903363
580,1693,355,43.0027824478014,1.00013701373639
580,1694,361,42.9934659590675,1.00200980202642
580,1696,357,43.0000834745404,1.00807777663184
580,1699,359,42.9973845012794,1.01601853952729
580,1696,366,42.9858800722612,1.00677142774258
580,1693,363,42.990157201331,0.998975814723713
580,1695,375,42.9715242238632,1.00272139130377
580,1698,373,42.9751378738374,1.01124275370556
580,1705,391,42.947798192111,1.02783586877381
580,1702,395,42.9410282305193,1.01902420661885
580,1705,396,42.9399074130671,1.02711011939088
580,1705,403,42.9288603224055,1.02609407025479
580,1700,409,42.9186291569584,1.01150473324758
580,1705,405,42.9257040107879,1.02580377050162
580,1707,397,42.938634149496,1.03245234461337
580,1719,394,42.9451979703487,1.0658120448376
580,1738,378,42.9733449395477,1.1202645063042
580,1718,394,42.9450455242298,1.06306835728806
580,1707,392,42.94652492854,1.0331780939963
580,1708,384,42.9593026211292,1.03708298055852
580,1703,383,42.9601185463437,1.02350969268741
580,1698,367,42.9846068086901,1.01211365296507
580,1702,361,42.9946855280183,1.02395930242273
580,1707,365,42.9891351353774,1.03709714066409
580,1704,361,42.9949904202561,1.02944667752181
580,1708,355,43.0050691395843,1.04129232697948
580,1703,360,42.996416129946,1.02684813984886
580,1700,348,43.014896661295,1.02035887571926
580,1702,345,43.0199360209591,1.02628170044809
580,1709,346,43.0194249879823,1.04534236341828
580,1712,349,43.0151478589125,1.05313797643714
580,1709,353,43.0083778973207,1.04432631428219
580,1714,348,43.017030906959,1.05877050141281
580,1704,342,43.0249753806232,1.03220452517693
594,801,336,42.8967854701482,-1.44447443279732
594,805,351,42.8737229174917,-1.43567693074794
594,826,387,42.8201106768711,-1.38328488776468
594,816,404,42.791757566933,-1.41318931116201
594,816,415,42.7743978530362,-1.41478595980445
594,819,398,42.8016838401423,-1.40408734925389
594,824,392,42.8119150055894,-1.38949801224668
594,830,390,42.8159859939201,-1.37274558719628
594,841,394,42.8113502779924,-1.34314562365769
594,829,388,42.8189898594189,-1.37519897499265
594,827,384,42.8249975904163,-1.38010575058538
594,837,369,42.8501943887368,-1.35049162694122
594,826,385,42.8232669884887,-1.38299458801151
594,815,368,42.8484187299308,-1.41070760315449
594,802,337,42.8953597604583,-1.44187589512437
597,1554,334,43.014733709265,0.621812591758747
597,1568,354,42.9853048387531,0.657321219920596
597,1565,343,43.0022072142933,0.650686805914413
597,1555,335,43.0133079995751,0.624411129431702
606,1375,331,42.992180321416,0.131127970021013
606,1374,338,42.9809807846356,0.12736823333538
606,1362,355,42.9523227824598,0.0919764348389678
606,1357,352,42.9562950192919,0.0786934467210272
606,1346,352,42.9546181119845,0.0485128836760977
606,1337,358,42.943777162062,0.0229487964707369
606,1329,380,42.9078381653176,-0.00219400121044311
606,1326,369,42.9247405408578,-0.00882841521662625
606,1327,384,42.9012206498447,-0.00826197581586063
606,1321,411,42.8576957662941,-0.0286431477808868
606,1294,391,42.8851428372609,-0.0998197140867432
606,1263,374,42.9072456563259,-0.182406480220511
606,1264,369,42.9152888814887,-0.178937043288047
606,1259,371,42.9113703392768,-0.192945780788912
606,1251,365,42.9196197051787,-0.214024381925716
606,1257,372,42.9094872912303,-0.198578305764575
606,1254,374,42.9058736412561,-0.207099668166362
606,1258,379,42.8985926466876,-0.196850667351131
606,1258,386,42.887545556026,-0.197866716487225
606,1268,403,42.8622413684651,-0.172897388893777
606,1262,420,42.8344980430024,-0.191827062092955
606,1267,415,42.8431510526407,-0.177382874962335
606,1265,424,42.8286427581238,-0.184176598950677
606,1258,430,42.818106700439,-0.20425331105696
606,1250,430,42.8168871314882,-0.226202811453272
606,1248,434,42.8102696160153,-0.23227078605869
606,1236,438,42.8021276393538,-0.265775636159498
606,1236,446,42.7895023928834,-0.266936835172177
606,1232,448,42.7857362967904,-0.278201885123503
606,1237,449,42.7849203715759,-0.264628597252393
606,1234,454,42.7765722541753,-0.273585409283934
606,1223,450,42.7812079701031,-0.303185372822524
606,1230,455,42.7743843138911,-0.284705309358675
606,1224,462,42.7624225465164,-0.302183483792004
606,1215,465,42.7563160640203,-0.32731212136761
606,1201,464,42.7557599741651,-0.365578597184572
606,1197,468,42.7488375664545,-0.377133946889068
606,1166,468,42.7441117367699,-0.462188260924778
606,1183,467,42.7482814765993,-0.415400422706029
606,1194,469,42.7468020722891,-0.38551015941427
606,1186,477,42.7329572568679,-0.408620858823261
606,1150,488,42.7101094826923,-0.5089902592491
606,1126,513,42.6669968806199,-0.57846750735266
606,1109,526,42.643889271085,-0.626997144090427
606,1076,543,42.6120299004132,-0.720006381127159
606,1053,565,42.5738042118859,-0.786304492051425
606,1042,587,42.537407876785,-0.819678352381222
606,1047,583,42.5444827306145,-0.805379315127187
606,1047,591,42.5318574841441,-0.806540514139866
606,1055,565,42.5741091041237,-0.780817116952347
606,1076,544,42.6104517446044,-0.720151531003744
606,1100,533,42.6314701653537,-0.652706381172373
606,1130,510,42.6723411325217,-0.567057307524749
606,1130,516,42.6628721976689,-0.567928206784258
606,1133,508,42.6759547824958,-0.558535945122962
606,1151,490,42.7071056171936,-0.506536871452731
606,1188,477,42.7332621491056,-0.403133483724183
606,1205,466,42.753213447023,-0.354894146739585
606,1220,467,42.753921982997,-0.313883983373084
606,1218,470,42.7488826233329,-0.319806808101917
606,1205,471,42.745322667979,-0.35561989612251
606,1227,469,42.7518327942114,-0.294968470279481
606,1219,466,42.7553476926869,-0.316482521046039
606,1233,456,42.7732634964389,-0.276619396586643
606,1236,461,42.7658300557515,-0.269114083320951
606,1229,467,42.7552939980667,-0.289190795427233
606,1239,460,42.7678655499169,-0.260737870795748
606,1235,456,42.7735683886766,-0.271132021487565
606,1237,451,42.7817640599583,-0.264918897005562
606,1253,444,42.7952502885216,-0.220003847076844
606,1253,436,42.807875534992,-0.218842648064164
606,1264,429,42.8205995329609,-0.18764603588314
606,1268,421,42.8338345639067,-0.175510086672305
606,1270,422,42.8325613003357,-0.170167861449812
606,1269,416,42.8418777890696,-0.172040649739841
