RutaID,Lat,Lon
1,1,-3.01120020261158
1,1,-3.02069182011305
1,1,-3.08276336539327
1,1,-3.03655871628812
1,1,-3.037060091649
2,1,-2.99597728281524
2,1,-3.00997264997582
2,1,-3.01859548918456
2,1,-3.02858848204692
2,1,-3.05344562036257
2,1,-3.08680025404675
2,1,-3.09217278199859
2,1,-3.14313186844329
2,1,-3.16711159987741
2,1,-3.21532175042608
2,1,-3.22518939944821
2,1,-3.26241243500159
3,1,-2.79387849362189
3,1,-2.79700346103858
3,1,-2.83298168677857
3,1,-2.86770647411635
3,1,-2.90367607126753
3,1,-2.96250593387965
3,1,-3.00971333370657
3,1,-3.00971333370657
4,1,-2.60580550095238
4,1,-2.60705893935458
4,1,-2.68427120353499
4,1,-2.74136350956166
4,1,-2.7756041787162
4,1,-2.84294016528566
4,1,-2.89090825674271
4,1,-2.95160964836932
4,1,-2.97172960652306
4,1,-2.98559962984342
4,1,-3.01045676815908
4,1,-3.0448055239762
5,1,-2.46668154968723
5,1,-2.45007984764847
5,1,-2.45020519148869
5,1,-2.42348515274736
5,1,-2.41686781498214
5,1,-2.40825360436221
5,1,-2.38315440695493
5,1,-2.37128988507809
5,1,-2.3494323703389
5,1,-2.33994075283743
5,1,-2.32870295016169
5,1,-2.30335306507397
5,1,-2.31796652284683
5,1,-2.29561626133557
5,1,-2.29586694901602
5,1,-2.28338433652689
5,1,-2.2576584199185
5,1,-2.25541085938336
5,1,-2.25591223474424
5,1,-2.25603757858446
5,1,-2.24630390199136
5,1,-2.21771233423554
5,1,-2.21821370959642
5,1,-2.21909111647796
5,1,-2.20797865764245
5,1,-2.21185568810045
5,1,-2.21273309498199
5,1,-2.21461325258529
5,1,-2.21473859642551
6,1,-3.02120182406275
6,1,-2.99522521977392
6,1,-2.99047941102319
6,1,-2.9763673286112
6,1,-2.95738409360826
6,1,-2.94564491557164
6,1,-2.92678702440892
6,1,-2.88707436922877
6,1,-2.88008099994289
6,1,-2.8737143498581
6,1,-2.86946991646825
6,1,-2.85873348915339
6,1,-2.85224149522839
7,1,-2.99184093608798
7,1,-2.9654883002785
7,1,-2.95150156170673
7,1,-2.93976238367011
7,1,-2.89792751179503
7,1,-2.89330704688452
7,1,-2.88169321268812
7,1,-2.85884157581598
7,1,-2.85959363885731
7,1,-2.86034570189863
7,1,-2.84748705788884
7,1,-2.84761240172906
8,1,-3.34961769204435
8,1,-3.35924328197485
8,1,-3.37173452305279
8,1,-3.3743581151086
8,1,-3.39247257181881
8,1,-3.39996731646558
8,1,-3.41195718218264
8,1,-3.414330086558
9,1,-3.3101298387782
9,1,-3.32125092620253
9,1,-3.35160593631024
9,1,-3.36472389658928
9,1,-3.36759817632553
9,1,-3.38059079276435
9,1,-3.38858691277199
9,1,-3.39883059331478
9,1,-3.40682671332243
9,1,-3.40682671332243
9,1,-3.42068810805397
10,1,-3.29239141358864
10,1,-3.30750624672239
10,1,-3.31237739931335
10,1,-3.32186901681481
10,1,-3.33173666583695
10,1,-3.34160431485908
10,1,-3.34872302798518
10,1,-3.37257741557908
10,1,-3.37495031995444
10,1,-3.38144231387945
10,1,-3.38606277878996
10,1,-3.3908085875407
10,1,-3.40517135763312
10,1,-3.40617410835489
10,1,-3.40192967496503
10,1,-3.40230570648569
10,1,-3.40280708184657
10,1,-3.40368448872811
10,1,-3.39681646328245
10,1,-3.39694180712267
10,1,-3.39756852632377
10,1,-3.39794455784443
10,1,-3.39819524552487
10,1,-3.40594067785207
10,1,-3.41331007865861
10,1,-3.41343542249883
10,1,-3.41605901455464
10,1,-3.41605901455464
10,1,-3.4164350460753
10,1,-3.41456351706081
10,1,-3.41456351706081
10,1,-3.429929037875
10,1,-3.429929037875
10,1,-3.43805050172287
10,1,-3.43805050172287
11,1,-2.59139958791589
11,1,-2.58740584220648
11,1,-2.58078850444125
11,1,-2.57504857355757
11,1,-2.56630901909742
11,1,-2.57717941884131
11,1,-2.58042973009822
11,1,-2.58080576161888
11,1,-2.58243523154174
11,1,-2.58368866994394
11,1,-2.6014270951335
11,1,-2.61716864746834
11,1,-2.63291019980319
