RutaID,X,Y
1069,449,305
1069,452,296
1069,450,291
1069,458,285
1069,473,281
1069,476,283
1069,475,291
1069,478,294
1069,474,297
1069,485,296
1069,490,303
1069,497,302
1069,511,318
1069,520,320
1069,536,332
1069,556,330
1069,564,337
1069,602,340
1069,608,344
1069,623,339
1069,630,344
1069,634,353
1069,677,375
1069,678,379
1069,695,394
1069,695,399
1069,696,393
1069,679,378
1069,678,374
1069,669,372
1069,648,358
1069,640,356
1069,632,349
1069,630,342
1069,626,342
1069,622,337
1069,629,337
1069,621,332
1069,610,339
1069,579,337
1069,565,333
1069,565,336
1069,558,330
1069,537,332
1069,521,320
1069,513,318
1069,497,301
1069,492,303
1069,489,300
1069,494,295
1069,511,294
1069,490,296
1069,477,290
1069,477,282
1069,487,277
1069,485,274
1069,494,269
1069,498,273
1069,512,261
1069,522,269
1069,517,260
1069,525,256
1069,523,248
1069,526,232
1069,531,224
1069,529,220
1069,539,210
1069,538,206
1069,538,210
1069,528,221
1069,530,224
1069,524,232
1069,525,245
1069,519,257
1069,516,259
1069,512,256
1069,514,259
1069,500,270
1069,492,265
1069,482,277
1069,474,280
1069,465,275
1069,468,271
1069,464,273
1069,449,257
1069,448,234
1069,431,206
1069,434,202
1069,430,203
1069,434,196
1069,437,199
1069,443,197
1069,440,194
1069,439,197
1069,432,196
1069,430,190
1069,429,207
1069,431,206
1069,434,211
1069,426,212
1069,426,209
1069,424,211
1069,411,198
1069,401,192
1069,407,191
1069,415,199
1069,419,198
1069,414,198
1069,406,187
1069,409,186
1069,417,163
1069,412,155
1069,418,142
1069,416,131
1069,419,127
1069,417,120
1069,420,117
1069,428,130
1069,428,141
1069,421,144
1069,426,146
1069,422,153
1069,426,148
1069,428,150
1069,426,159
1069,429,153
1069,431,155
1069,431,150
1069,443,161
1069,437,152
1069,457,155
1069,474,145
1069,484,147
1069,474,143
1069,474,140
1069,468,146
1069,449,150
1069,446,148
1069,449,129
1069,444,128
1069,448,120
1069,448,108
1069,453,106
1069,449,101
1069,454,92
1073,534,67
1073,529,70
1073,528,76
1073,513,94
1073,484,107
1073,493,109
1073,493,106
1073,505,101
1073,526,82
1073,531,84
1073,527,79
1073,530,70
1073,535,67
